2.0093,2.0094,2.0095,2.0096,2.0096,2.0093,2.0093,2.0092,2.0091,2.009,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0094,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0094,2.0095,2.0095,2.0096,2.0094,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0093,2.0094,2.0095,2.0095,2.0094,2.0094,2.0093,2.0092,2.0091,0,2.0092,2.0093,2.0094,2.0095,2.0095,2.0095,2.0094,2.0093,2.0092,2.0091,0,2.0091,2.0093,2.0094,2.0094,2.0095,2.0095,2.0094,2.0094,2.0093,2.0092,0,2.0091,2.0092,2.0093,2.0094,2.0094,2.0095,2.0095,2.0094,2.0093,2.0092,0,2.0091,2.0092,2.0093,2.0093,2.0094,2.0096,2.0095,2.0094,2.0094,2.0092,0,2.009,2.0091,2.0092,2.0093,2.0094,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.009,2.0091,2.0092,2.0093,2.0093,2.0096,2.0096,2.0095,2.0094,2.0093,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0095,2.0096,2.0097,2.0097,2.0094,2.0094,2.0094,2.0093,2.0091,0,2.0094,2.0095,2.0096,2.0097,2.0097,2.0095,2.0094,2.0093,2.0092,2.0091,0,2.0093,2.0094,2.0095,2.0096,2.0097,2.0095,2.0094,2.0093,2.0092,2.0091,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0095,2.0095,2.0094,2.0093,2.0092,0,2.0092,2.0094,2.0095,2.0095,2.0096,2.0096,2.0095,2.0094,2.0093,2.0092,0,2.0092,2.0093,2.0094,2.0095,2.0096,2.0096,2.0095,2.0095,2.0094,2.0092,0,2.0092,2.0093,2.0094,2.0095,2.0095,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.0091,2.0092,2.0093,2.0094,2.0095,2.0097,2.0096,2.0095,2.0094,2.0093,0,2.0091,2.0092,2.0093,2.0094,2.0095,2.0097,2.0097,2.0096,2.0095,2.0094,0,2.0092,2.0093,2.0094,2.0094,2.0094,2.0097,2.0097,2.0096,2.0095,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0096,2.0097,2.0098,2.0098,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.0094,2.0095,2.0096,2.0097,2.0098,2.0096,2.0096,2.0095,2.0094,2.0092,0,2.0094,2.0095,2.0096,2.0097,2.0097,2.0096,2.0095,2.0095,2.0093,2.0092,0,2.0093,2.0094,2.0095,2.0096,2.0097,2.0096,2.0095,2.0094,2.0093,2.0092,0,2.0093,2.0094,2.0095,2.0096,2.0097,2.0096,2.0095,2.0094,2.0093,2.0092,0,2.0092,2.0093,2.0094,2.0095,2.0096,2.0097,2.0096,2.0095,2.0094,2.0093,0,2.0092,2.0093,2.0094,2.0095,2.0096,2.0097,2.0096,2.0095,2.0094,2.0093,0,2.0092,2.0093,2.0095,2.0095,2.0096,2.0097,2.0097,2.0096,2.0095,2.0094,0,2.0092,2.0094,2.0095,2.0096,2.0096,2.0098,2.0097,2.0096,2.0095,2.0094,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0098,2.0098,2.0097,2.0096,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0096,2.0097,2.0098,20,20,2.0116,2.0097,2.0095,2.0094,0,2.0094,2.0095,2.0096,2.0097,20,20,2.0104,2.0096,2.0095,2.0093,0,2.0094,2.0095,2.0096,2.0097,20,20,2.0097,2.0096,2.0095,2.0093,0,2.0093,2.0094,2.0095,2.0097,20,20,2.0097,2.0096,2.0094,2.0093,0,2.0093,2.0094,2.0095,2.0096,20,20,2.0096,2.0095,2.0094,2.0092,0,2.0092,2.0094,2.0095,2.0096,20,20,2.0096,2.0095,2.0094,2.0093,0,2.0093,2.0094,2.0096,2.0097,20,20,2.0097,2.0095,2.0094,2.0093,0,2.0093,2.0095,2.0096,2.0097,20,20,2.0097,2.0096,2.0095,2.0094,0,2.0093,2.0095,2.0096,2.0104,20,20,2.0097,2.0096,2.0095,2.0094,0,2.0094,2.0095,2.0097,2.0116,20,20,2.0098,2.0097,2.0096,2.0095,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0095,2.0096,20,20,20,20,2.0116,2.0096,2.0094,0,2.0094,2.0095,2.0096,20,20,20,20,2.0104,2.0096,2.0094,0,2.0093,2.0094,2.0095,20,20,20,20,2.0097,2.0095,2.0094,0,2.0093,2.0094,2.0096,20,20,20,20,2.0097,2.0095,2.0093,0,2.0093,2.0094,2.0096,20,20,20,20,2.0096,2.0095,2.0093,0,2.0093,2.0095,2.0096,20,20,20,20,2.0096,2.0094,2.0093,0,2.0093,2.0095,2.0097,20,20,20,20,2.0096,2.0094,2.0093,0,2.0094,2.0095,2.0097,20,20,20,20,2.0095,2.0094,2.0093,0,2.0094,2.0096,2.0104,20,20,20,20,2.0096,2.0095,2.0094,0,2.0094,2.0096,2.0116,20,20,20,20,2.0096,2.0095,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0096,2.0097,2.0098,20,20,20,20,2.087,2.0094,2.0093,0,2.0096,2.0097,2.0097,20,20,20,20,2.0096,2.0094,2.0093,0,2.0096,2.0096,2.0097,20,20,20,20,2.0095,2.0094,2.0093,0,2.0095,2.0096,2.0097,20,20,20,20,2.0095,2.0095,2.0094,0,2.0095,2.0096,2.0096,20,20,20,20,2.0096,2.0095,2.0094,0,2.0094,2.0095,2.0096,20,20,20,20,2.0096,2.0095,2.0095,0,2.0094,2.0095,2.0095,20,20,20,20,2.0097,2.0096,2.0095,0,2.0094,2.0094,2.0095,20,20,20,20,2.0097,2.0096,2.0095,0,2.0093,2.0094,2.0096,20,20,20,20,2.0097,2.0097,2.0096,0,2.0093,2.0094,2.0869,20,20,20,20,2.0098,2.0097,2.0096,0,0,0,0,0,0,0,0,0,0,0,0
2.0096,2.0097,2.0097,2.0097,20,20,20,2.0096,2.0094,2.0092,0,2.0095,2.0096,2.0097,2.0097,20,20,20,2.0096,2.0094,2.0092,0,2.0095,2.0096,2.0096,2.0096,20,20,19.997,2.0095,2.0093,2.0093,0,2.0095,2.0095,2.0096,2.3142,20,20,12.687,2.0095,2.0094,2.0093,0,2.0094,2.0095,2.0095,3.7384,20,20,6.9621,2.0095,2.0094,2.0094,0,2.0094,2.0094,2.0095,6.9616,20,20,3.7384,2.0095,2.0095,2.0094,0,2.0093,2.0094,2.0095,12.685,20,20,2.3142,2.0096,2.0095,2.0094,0,2.0093,2.0093,2.0095,19.994,20,20,2.0096,2.0096,2.0096,2.0095,0,2.0092,2.0094,2.0096,20,20,20,2.0097,2.0097,2.0096,2.0095,0,2.0092,2.0094,2.0096,20,20,20,2.0097,2.0097,2.0097,2.0096,0,0,0,0,0,0,0,0,0,0,0,0
2.0095,2.0096,2.0096,2.0096,2.0095,2.115,2.01,2.0095,2.0094,2.0092,0,2.0095,2.0095,2.0096,2.0095,2.0095,2.0967,2.0096,2.0095,2.0093,2.0092,0,2.0094,2.0095,2.0095,2.0095,2.0096,2.0736,2.0096,2.0095,2.0093,2.0092,0,2.0094,2.0094,2.0095,2.0095,2.0096,2.0491,2.0096,2.0094,2.0093,2.0092,0,2.0093,2.0094,2.0094,2.0095,2.0096,2.0252,2.0095,2.0094,2.0093,2.0093,0,2.0093,2.0093,2.0094,2.0095,2.0252,2.0096,2.0095,2.0094,2.0094,2.0093,0,2.0093,2.0093,2.0094,2.0096,2.0491,2.0096,2.0095,2.0095,2.0094,2.0094,0,2.0092,2.0093,2.0095,2.0096,2.0736,2.0096,2.0095,2.0095,2.0095,2.0094,0,2.0092,2.0093,2.0095,2.0096,2.0967,2.0095,2.0095,2.0096,2.0095,2.0094,0,2.0092,2.0094,2.0095,2.01,2.1149,2.0095,2.0096,2.0096,2.0096,2.0095,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0095,2.0095,2.0095,2.0094,2.0096,2.0095,2.0094,2.0093,2.0091,0,2.0094,2.0094,2.0095,2.0094,2.0094,2.0096,2.0095,2.0094,2.0093,2.0091,0,2.0093,2.0094,2.0094,2.0094,2.0094,2.0095,2.0095,2.0094,2.0092,2.0091,0,2.0093,2.0093,2.0094,2.0094,2.0094,2.0095,2.0094,2.0093,2.0092,2.0092,0,2.0093,2.0093,2.0093,2.0094,2.0095,2.0095,2.0094,2.0093,2.0093,2.0092,0,2.0092,2.0093,2.0093,2.0094,2.0095,2.0095,2.0094,2.0093,2.0093,2.0092,0,2.0092,2.0092,2.0093,2.0094,2.0095,2.0094,2.0094,2.0094,2.0093,2.0093,0,2.0091,2.0092,2.0094,2.0095,2.0095,2.0094,2.0094,2.0094,2.0094,2.0093,0,2.0091,2.0093,2.0094,2.0095,2.0096,2.0094,2.0094,2.0095,2.0094,2.0094,0,2.0091,2.0093,2.0094,2.0095,2.0096,2.0094,2.0095,2.0095,2.0095,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0093,2.0094,2.0094,2.0094,2.0093,2.0094,2.0094,2.0093,2.0092,2.009,0,2.0093,2.0093,2.0093,2.0093,2.0093,2.0094,2.0093,2.0093,2.0091,2.009,0,2.0092,2.0093,2.0093,2.0093,2.0093,2.0094,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0092,2.0093,2.0093,2.0093,2.0093,2.0093,2.0092,2.0091,2.0091,0,2.0091,2.0092,2.0092,2.0092,2.0093,2.0093,2.0093,2.0092,2.0092,2.0091,0,2.0091,2.0092,2.0092,2.0093,2.0093,2.0093,2.0092,2.0092,2.0092,2.0091,0,2.0091,2.0091,2.0092,2.0093,2.0093,2.0093,2.0093,2.0093,2.0092,2.0092,0,2.009,2.0091,2.0092,2.0093,2.0094,2.0093,2.0093,2.0093,2.0093,2.0092,0,2.009,2.0091,2.0093,2.0093,2.0094,2.0093,2.0093,2.0093,2.0093,2.0092,0,2.009,2.0092,2.0093,2.0094,2.0094,2.0093,2.0094,2.0094,2.0093,2.0093,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0093,2.0094,2.0095,2.0096,2.0096,2.0093,2.0092,2.0092,2.0091,2.009,0,2.0093,2.0094,2.0095,2.0095,2.0096,2.0093,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0094,2.0095,2.0095,2.0095,2.0094,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0093,2.0094,2.0095,2.0095,2.0094,2.0094,2.0093,2.0092,2.0091,0,2.0092,2.0093,2.0094,2.0094,2.0095,2.0094,2.0094,2.0093,2.0092,2.0091,0,2.0091,2.0092,2.0093,2.0094,2.0095,2.0095,2.0094,2.0094,2.0093,2.0092,0,2.0091,2.0092,2.0093,2.0094,2.0094,2.0095,2.0095,2.0094,2.0093,2.0092,0,2.0091,2.0092,2.0093,2.0093,2.0094,2.0095,2.0095,2.0094,2.0093,2.0092,0,2.009,2.0091,2.0092,2.0093,2.0093,2.0096,2.0095,2.0095,2.0094,2.0093,0,2.009,2.0091,2.0092,2.0092,2.0093,2.0096,2.0096,2.0095,2.0094,2.0093,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0095,2.0096,2.0097,2.0097,2.0094,2.0094,2.0094,2.0093,2.0091,0,2.0094,2.0095,2.0096,2.0096,2.0097,2.0094,2.0094,2.0093,2.0092,2.0091,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0095,2.0094,2.0093,2.0092,2.0091,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0095,2.0094,2.0094,2.0093,2.0092,0,2.0092,2.0094,2.0094,2.0095,2.0096,2.0095,2.0095,2.0094,2.0093,2.0092,0,2.0092,2.0093,2.0094,2.0095,2.0095,2.0096,2.0095,2.0094,2.0093,2.0092,0,2.0092,2.0093,2.0094,2.0094,2.0095,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.0091,2.0092,2.0093,2.0094,2.0095,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.0091,2.0092,2.0093,2.0094,2.0094,2.0097,2.0096,2.0096,2.0095,2.0094,0,2.0092,2.0093,2.0094,2.0094,2.0094,2.0097,2.0097,2.0096,2.0095,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0096,2.0097,2.0097,2.0098,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.0094,2.0095,2.0096,2.0097,2.0097,2.0096,2.0096,2.0095,2.0094,2.0092,0,2.0094,2.0095,2.0096,2.0097,2.0097,2.0095,2.0095,2.0095,2.0093,2.0092,0,2.0093,2.0094,2.0095,2.0096,2.0097,2.0096,2.0095,2.0094,2.0093,2.0092,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0096,2.0095,2.0094,2.0093,2.0092,0,2.0092,2.0093,2.0094,2.0095,2.0096,2.0096,2.0096,2.0095,2.0094,2.0093,0,2.0092,2.0093,2.0094,2.0095,2.0096,2.0097,2.0096,2.0095,2.0094,2.0093,0,2.0092,2.0093,2.0095,2.0095,2.0095,2.0097,2.0097,2.0096,2.0095,2.0094,0,2.0092,2.0094,2.0095,2.0096,2.0096,2.0097,2.0097,2.0096,2.0095,2.0094,0,2.0093,2.0094,2.0095,2.0096,2.0096,2.0098,2.0097,2.0097,2.0096,2.0095,0,0,0,0,0,0,0,0,0,0,0,0
2.0095,2.0096,2.0097,2.0098,20,20,2.0123,2.0097,2.0095,2.0094,0,2.0094,2.0095,2.0096,2.0097,20,20,2.0108,2.0096,2.0095,2.0093,0,2.0094,2.0095,2.0096,2.0097,20,20,2.0098,2.0096,2.0094,2.0093,0,2.0093,2.0094,2.0095,2.0096,20,20,2.0097,2.0096,2.0094,2.0093,0,2.0093,2.0094,2.0095,2.0096,20,20,2.0096,2.0095,2.0094,2.0093,0,2.0093,2.0094,2.0095,2.0096,20,20,2.0096,2.0095,2.0094,2.0093,0,2.0093,2.0094,2.0096,2.0097,20,20,2.0096,2.0095,2.0094,2.0093,0,2.0093,2.0095,2.0096,2.0098,20,20,2.0097,2.0096,2.0095,2.0094,0,2.0093,2.0095,2.0096,2.0108,20,20,2.0097,2.0096,2.0095,2.0094,0,2.0094,2.0095,2.0097,2.0123,20,20,2.0098,2.0097,2.0096,2.0095,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0095,2.0096,20,20,20,20,2.0114,2.0096,2.0094,0,2.0094,2.0095,2.0096,20,20,20,20,2.0102,2.0095,2.0094,0,2.0094,2.0095,2.0096,20,20,20,20,2.0097,2.0095,2.0093,0,2.0093,2.0094,2.0096,20,20,20,20,2.0096,2.0095,2.0093,0,2.0093,2.0094,2.0096,20,20,20,20,2.0096,2.0095,2.0093,0,2.0093,2.0095,2.0096,20,20,20,20,2.0096,2.0094,2.0093,0,2.0093,2.0095,2.0096,20,20,20,20,2.0096,2.0094,2.0093,0,2.0093,2.0095,2.0097,20,20,20,20,2.0096,2.0095,2.0094,0,2.0094,2.0095,2.0102,20,20,20,20,2.0096,2.0095,2.0094,0,2.0094,2.0096,2.0114,20,20,20,20,2.0096,2.0095,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0096,2.0097,2.0098,20,20,20,20,2.0767,2.0094,2.0092,0,2.0096,2.0097,2.0097,20,20,20,20,2.0096,2.0094,2.0093,0,2.0095,2.0096,2.0097,20,20,20,20,2.0095,2.0094,2.0093,0,2.0095,2.0096,2.0096,20,20,20,20,2.0095,2.0094,2.0094,0,2.0095,2.0095,2.0096,20,20,20,20,2.0096,2.0095,2.0094,0,2.0094,2.0095,2.0096,20,20,20,20,2.0096,2.0095,2.0094,0,2.0094,2.0094,2.0095,20,20,20,20,2.0096,2.0096,2.0095,0,2.0093,2.0094,2.0095,20,20,20,20,2.0097,2.0096,2.0095,0,2.0093,2.0094,2.0096,20,20,20,20,2.0097,2.0097,2.0096,0,2.0093,2.0094,2.0767,20,20,20,20,2.0098,2.0097,2.0096,0,0,0,0,0,0,0,0,0,0,0,0
2.0096,2.0096,2.0097,2.0097,20,20,20,2.0096,2.0094,2.0093,0,2.0095,2.0096,2.0097,2.0097,20,20,20,2.0096,2.0094,2.0092,0,2.0095,2.0096,2.0096,2.0096,20,20,13.07,2.0095,2.0094,2.0093,0,2.0094,2.0095,2.0096,2.0232,20,20,7.349,2.0095,2.0094,2.0093,0,2.0094,2.0095,2.0095,2.5257,20,20,4.1123,2.0095,2.0094,2.0094,0,2.0094,2.0094,2.0095,4.1122,20,20,2.5257,2.0095,2.0095,2.0094,0,2.0093,2.0094,2.0095,7.3484,20,20,2.0232,2.0096,2.0095,2.0094,0,2.0093,2.0094,2.0095,13.067,20,20,2.0096,2.0096,2.0096,2.0095,0,2.0092,2.0094,2.0096,20,20,20,2.0097,2.0097,2.0096,2.0095,0,2.0093,2.0094,2.0096,20,20,20,2.0097,2.0097,2.0096,2.0096,0,0,0,0,0,0,0,0,0,0,0,0
2.0095,2.0096,2.0096,2.0096,2.0095,2.015,2.0097,2.0095,2.0094,2.0092,0,2.0095,2.0095,2.0096,2.0096,2.0095,2.011,2.0096,2.0095,2.0093,2.0092,0,2.0094,2.0095,2.0095,2.0095,2.0095,2.0103,2.0096,2.0095,2.0093,2.0092,0,2.0094,2.0094,2.0095,2.0095,2.0096,2.0097,2.0096,2.0094,2.0093,2.0092,0,2.0093,2.0094,2.0094,2.0095,2.0096,2.0096,2.0095,2.0094,2.0093,2.0093,0,2.0093,2.0093,2.0094,2.0095,2.0096,2.0096,2.0095,2.0094,2.0094,2.0093,0,2.0092,2.0093,2.0094,2.0096,2.0097,2.0096,2.0095,2.0095,2.0094,2.0094,0,2.0092,2.0093,2.0095,2.0096,2.0103,2.0095,2.0095,2.0095,2.0095,2.0094,0,2.0092,2.0093,2.0095,2.0096,2.011,2.0095,2.0096,2.0096,2.0095,2.0094,0,2.0092,2.0094,2.0095,2.0097,2.0149,2.0095,2.0096,2.0096,2.0096,2.0095,0,0,0,0,0,0,0,0,0,0,0,0
2.0094,2.0095,2.0095,2.0095,2.0095,2.0096,2.0095,2.0094,2.0093,2.0091,0,2.0094,2.0094,2.0095,2.0095,2.0094,2.0095,2.0095,2.0094,2.0093,2.0091,0,2.0093,2.0094,2.0094,2.0094,2.0094,2.0095,2.0095,2.0093,2.0092,2.0091,0,2.0093,2.0094,2.0094,2.0094,2.0094,2.0095,2.0094,2.0093,2.0092,2.0092,0,2.0093,2.0093,2.0093,2.0094,2.0094,2.0095,2.0094,2.0093,2.0093,2.0092,0,2.0092,2.0093,2.0093,2.0094,2.0095,2.0094,2.0094,2.0093,2.0093,2.0092,0,2.0092,2.0092,2.0093,2.0094,2.0095,2.0094,2.0094,2.0094,2.0093,2.0093,0,2.0091,2.0092,2.0093,2.0095,2.0095,2.0094,2.0094,2.0094,2.0094,2.0093,0,2.0091,2.0093,2.0094,2.0095,2.0095,2.0094,2.0095,2.0095,2.0094,2.0094,0,2.0091,2.0093,2.0094,2.0095,2.0096,2.0095,2.0095,2.0095,2.0095,2.0094,0,0,0,0,0,0,0,0,0,0,0,0
2.0093,2.0094,2.0094,2.0094,2.0094,2.0094,2.0094,2.0093,2.0092,2.009,0,2.0093,2.0093,2.0094,2.0094,2.0093,2.0094,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0093,2.0093,2.0093,2.0093,2.0093,2.0093,2.0092,2.0091,2.009,0,2.0092,2.0093,2.0093,2.0093,2.0093,2.0093,2.0093,2.0092,2.0091,2.0091,0,2.0092,2.0092,2.0092,2.0093,2.0093,2.0093,2.0092,2.0092,2.0092,2.0091,0,2.0091,2.0092,2.0092,2.0092,2.0093,2.0093,2.0093,2.0093,2.0092,2.0091,0,2.0091,2.0091,2.0092,2.0093,2.0093,2.0093,2.0093,2.0093,2.0093,2.0092,0,2.009,2.0091,2.0092,2.0093,2.0093,2.0093,2.0093,2.0093,2.0093,2.0092,0,2.009,2.0091,2.0092,2.0093,2.0094,2.0093,2.0094,2.0094,2.0093,2.0092,0,2.009,2.0092,2.0093,2.0094,2.0094,2.0094,2.0094,2.0094,2.0094,2.0093,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
